Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_130_951,VDD,Metal1,463.9290,509.7010,1.199996
FILLER_130_944,VDD,Metal1,460.5690,509.7010,1.199996
FILLER_130_937,VDD,Metal1,457.2090,509.7010,1.199995
FILLER_130_930,VDD,Metal1,453.8490,509.7010,1.199994
FILLER_130_923,VDD,Metal1,450.4890,509.7010,1.199993
FILLER_130_879,VDD,Metal1,428.1600,510.3000,1.199992
FILLER_130_874,VDD,Metal1,425.7600,510.3000,1.199992
FILLER_130_845,VDD,Metal1,411.8400,510.3000,1.199992
FILLER_130_810,VDD,Metal1,395.5310,509.7030,1.199998
FILLER_130_803,VDD,Metal1,392.8890,509.7010,1.199998
FILLER_130_770,VDD,Metal1,375.6000,510.3000,1.199997
FILLER_130_768,VDD,Metal1,374.8800,510.3000,1.199997
FILLER_130_755,VDD,Metal1,369.1310,509.7030,1.199997
FILLER_130_748,VDD,Metal1,366.4890,509.7010,1.199997
FILLER_130_741,VDD,Metal1,363.1290,509.7010,1.199997
FILLER_130_732,VDD,Metal1,358.0910,509.7030,1.199997
FILLER_130_726,VDD,Metal1,354.4800,510.3000,1.199997
FILLER_130_724,VDD,Metal1,353.7600,510.3000,1.199997
FILLER_130_717,VDD,Metal1,351.6090,509.7010,1.199997
FILLER_130_701,VDD,Metal1,342.4800,510.3000,1.199997
FILLER_130_697,VDD,Metal1,341.2910,509.7030,1.199997
FILLER_130_690,VDD,Metal1,338.6490,509.7010,1.199997
FILLER_130_684,VDD,Metal1,334.3200,510.3000,1.199997
FILLER_130_646,VDD,Metal1,316.0800,510.3000,1.199997
FILLER_130_639,VDD,Metal1,312.9600,510.3000,1.199997
FILLER_130_632,VDD,Metal1,310.8090,509.7010,1.199986
FILLER_130_625,VDD,Metal1,307.4490,509.7010,1.199986
FILLER_130_618,VDD,Metal1,304.0890,509.7010,1.199985
FILLER_130_611,VDD,Metal1,300.7290,509.7010,1.199985
FILLER_130_604,VDD,Metal1,297.3690,509.7010,1.199984
FILLER_130_576,VDD,Metal1,282.4800,510.3000,1.199981
FILLER_130_574,VDD,Metal1,281.7600,510.3000,1.199981
FILLER_130_567,VDD,Metal1,279.6090,509.7010,1.199981
FILLER_130_553,VDD,Metal1,271.4400,510.3000,1.199981
FILLER_130_546,VDD,Metal1,269.5290,509.7010,1.199981
FILLER_130_518,VDD,Metal1,254.6400,510.3000,1.199982
FILLER_130_511,VDD,Metal1,252.7290,509.7010,1.199997
FILLER_130_504,VDD,Metal1,249.3690,509.7010,1.199997
FILLER_130_499,VDD,Metal1,245.5200,510.3000,1.199997
FILLER_130_495,VDD,Metal1,244.3310,509.7030,1.199997
FILLER_130_484,VDD,Metal1,238.3200,510.3000,1.199993
FILLER_130_480,VDD,Metal1,237.1310,509.7030,1.199987
FILLER_130_473,VDD,Metal1,234.4890,509.7010,1.199987
FILLER_130_462,VDD,Metal1,229.2090,509.7010,1.199987
FILLER_130_424,VDD,Metal1,209.5200,510.3000,1.199986
FILLER_130_422,VDD,Metal1,208.8000,510.3000,1.199986
FILLER_130_415,VDD,Metal1,206.6490,509.7010,1.199986
FILLER_130_409,VDD,Metal1,202.3200,510.3000,1.199986
FILLER_130_340,VDD,Metal1,169.2000,510.3000,1.199992
FILLER_130_336,VDD,Metal1,168.0110,509.7030,1.199989
FILLER_130_299,VDD,Metal1,149.5200,510.3000,1.199986
FILLER_130_297,VDD,Metal1,148.8000,510.3000,1.199986
FILLER_130_290,VDD,Metal1,146.6490,509.7010,1.199986
FILLER_130_256,VDD,Metal1,129.1200,510.3000,1.199992
FILLER_130_252,VDD,Metal1,127.6910,509.7030,1.199992
FILLER_130_245,VDD,Metal1,125.0490,509.7010,1.199997
FILLER_130_238,VDD,Metal1,121.6890,509.7010,1.199997
FILLER_130_231,VDD,Metal1,118.3290,509.7010,1.199997
FILLER_130_224,VDD,Metal1,114.9690,509.7010,1.199998
FILLER_130_217,VDD,Metal1,111.6090,509.7010,1.199998
FILLER_130_210,VDD,Metal1,108.2490,509.7010,1.199998
FILLER_130_203,VDD,Metal1,104.8890,509.7010,1.199999
FILLER_130_196,VDD,Metal1,101.5290,509.7010,1.199999
FILLER_130_189,VDD,Metal1,98.1690,509.7010,1.199999
FILLER_130_182,VDD,Metal1,94.8090,509.7010,1.200000
FILLER_130_175,VDD,Metal1,91.4490,509.7010,1.200000
FILLER_130_168,VDD,Metal1,88.0890,509.7010,1.200000
FILLER_130_161,VDD,Metal1,84.7290,509.7010,1.200000
FILLER_130_154,VDD,Metal1,81.3690,509.7010,1.200000
FILLER_130_147,VDD,Metal1,78.0090,509.7010,1.200000
FILLER_130_140,VDD,Metal1,74.6490,509.7010,1.200000
FILLER_130_133,VDD,Metal1,71.2890,509.7010,1.200000
FILLER_130_126,VDD,Metal1,67.9290,509.7010,1.200000
FILLER_130_119,VDD,Metal1,64.5690,509.7010,1.200000
FILLER_130_112,VDD,Metal1,61.2090,509.7010,1.200000
FILLER_130_105,VDD,Metal1,57.8490,509.7010,1.200000
FILLER_130_98,VDD,Metal1,54.4890,509.7010,1.200000
FILLER_130_91,VDD,Metal1,51.1290,509.7010,1.200000
FILLER_130_84,VDD,Metal1,47.7690,509.7010,1.200000
FILLER_130_77,VDD,Metal1,44.4090,509.7010,1.200000
FILLER_130_70,VDD,Metal1,41.0490,509.7010,1.200000
FILLER_130_63,VDD,Metal1,37.6890,509.7010,1.200000
FILLER_130_56,VDD,Metal1,34.3290,509.7010,1.200000
FILLER_130_49,VDD,Metal1,30.9690,509.7010,1.200000
FILLER_130_42,VDD,Metal1,27.6090,509.7010,1.200000
FILLER_130_35,VDD,Metal1,24.2490,509.7010,1.200000
FILLER_130_28,VDD,Metal1,20.8890,509.7010,1.200000
FILLER_130_21,VDD,Metal1,17.5290,509.7010,1.200000
FILLER_130_14,VDD,Metal1,14.1690,509.7010,1.200000
FILLER_130_7,VDD,Metal1,10.8090,509.7010,1.200000
