net,length_um
net1263,4.8µm
net1264,4.8µm
net1266,4.8µm
net1285,4.8µm
net1288,4.8µm
net1291,4.8µm
net1294,4.8µm
net1302,4.8µm
net1314,4.8µm
net1322,4.8µm
net1323,4.8µm
net1331,4.8µm
net1335,4.8µm
net1343,4.8µm
net1348,4.8µm
net1351,4.8µm
net1354,4.8µm
net1358,4.8µm
net1367,4.8µm
net1368,4.8µm
net1382,4.8µm
net1391,4.8µm
net1393,4.8µm
net1395,4.8µm
net1401,4.8µm
net1402,4.8µm
net1409,4.8µm
net1411,4.8µm
net1412,4.8µm
net1413,4.8µm
net1415,4.8µm
net1420,4.8µm
net1424,4.8µm
net1442,4.8µm
net1443,4.8µm
net1445,4.8µm
net1454,4.8µm
net1457,4.8µm
net1458,4.8µm
net1462,4.8µm
net1487,4.8µm
net1494,4.8µm
net1498,4.8µm
net1501,4.8µm
net1503,4.8µm
net1511,4.8µm
net1516,4.8µm
net1517,4.8µm
net1518,4.8µm
net1523,4.8µm
net1533,4.8µm
net1534,4.8µm
net1540,4.8µm
net1545,4.8µm
net1549,4.8µm
net1552,4.8µm
net1554,4.8µm
net1562,4.8µm
net1572,4.8µm
net1595,4.8µm
net1598,4.8µm
net1606,4.8µm
net1608,4.8µm
net1616,4.8µm
net1617,4.8µm
net1632,4.8µm
net1642,4.8µm
net1643,4.8µm
net1645,4.8µm
net1647,4.8µm
net1649,4.8µm
net1651,4.8µm
net1652,4.8µm
net1664,4.8µm
net1673,4.8µm
net1680,4.8µm
net1683,4.8µm
net1690,4.8µm
net1699,4.8µm
net1709,4.8µm
net1712,4.8µm
net1713,4.8µm
net1717,4.8µm
net1719,4.8µm
net1720,4.8µm
net1723,4.8µm
net1728,4.8µm
net1731,4.8µm
net1738,4.8µm
net1743,4.8µm
net1752,4.8µm
net1769,4.8µm
net1785,4.8µm
net1791,4.8µm
net1792,4.8µm
net1795,4.8µm
net1798,4.8µm
net1811,4.8µm
net1816,4.8µm
net1819,4.8µm
net1823,4.8µm
net1830,4.8µm
net1833,4.8µm
net1836,4.8µm
net1840,4.8µm
net1852,4.8µm
net1859,4.8µm
net1868,4.8µm
net1872,4.8µm
net1876,4.8µm
_05044_,4.775µm
_00810_,4.77µm
_00479_,4.75µm
_00538_,4.75µm
_00588_,4.75µm
_00642_,4.75µm
_00699_,4.75µm
_03145_,4.75µm
_03561_,4.75µm
_04366_,4.75µm
_05354_,4.75µm
_00089_,4.74µm
_00608_,4.74µm
_00657_,4.74µm
_00690_,4.74µm
_00773_,4.74µm
_00851_,4.74µm
_01275_,4.74µm
_01973_,4.74µm
_02604_,4.74µm
_03202_,4.74µm
_03514_,4.74µm
_03994_,4.74µm
_04128_,4.74µm
_04784_,4.74µm
_03082_,4.705µm
_04471_,4.705µm
_04274_,4.69µm
_05063_,4.69µm
net1235,4.69µm
_01894_,4.68µm
_02058_,4.68µm
_02192_,4.68µm
_03039_,4.68µm
_03387_,4.68µm
_03767_,4.68µm
_04377_,4.68µm
_04378_,4.68µm
_04794_,4.68µm
_05487_,4.68µm
_05610_,4.68µm
_06303_,4.68µm
_06440_,4.68µm
_06501_,4.68µm
_06544_,4.68µm
_06577_,4.68µm
_06649_,4.68µm
_06786_,4.68µm
net1117,4.68µm
net1127,4.68µm
net1162,4.68µm
net1176,4.68µm
net1193,4.68µm
net1231,4.68µm
net1287,4.68µm
net1308,4.68µm
net1324,4.68µm
net1345,4.68µm
net1372,4.68µm
net1452,4.68µm
net1486,4.68µm
net1495,4.68µm
net1499,4.68µm
net1527,4.68µm
net1576,4.68µm
net1657,4.68µm
net1674,4.68µm
net1786,4.68µm
net1810,4.68µm
net1812,4.68µm
_01411_,4.675µm
_03117_,4.675µm
_03411_,4.675µm
_04061_,4.675µm
_06213_,4.675µm
_06321_,4.675µm
_01880_,4.67µm
_05778_,4.63µm
_04818_,4.625µm
_04376_,4.62µm
_04798_,4.62µm
_00048_,4.605µm
_06225_,4.605µm
net1871,4.605µm
net1152,4.59µm
net1315,4.59µm
net1328,4.59µm
net1428,4.59µm
net1579,4.59µm
_01603_,4.58µm
_01677_,4.58µm
_01732_,4.58µm
_01756_,4.58µm
_02679_,4.58µm
_03206_,4.58µm
_04088_,4.58µm
_04280_,4.58µm
_04820_,4.58µm
_05046_,4.58µm
_06072_,4.58µm
_06320_,4.58µm
_06324_,4.58µm
_06342_,4.58µm
_06347_,4.58µm
_06358_,4.58µm
_06386_,4.58µm
_06451_,4.58µm
_06455_,4.58µm
_06474_,4.58µm
_06478_,4.58µm
_06483_,4.58µm
_06504_,4.58µm
_06508_,4.58µm
_06551_,4.58µm
_06556_,4.58µm
_06581_,4.58µm
_06584_,4.58µm
_06587_,4.58µm
_06618_,4.58µm
_06619_,4.58µm
_06635_,4.58µm
_06639_,4.58µm
_06650_,4.58µm
_06662_,4.58µm
_06674_,4.58µm
_06700_,4.58µm
_06705_,4.58µm
_06709_,4.58µm
_06710_,4.58µm
_06718_,4.58µm
_06732_,4.58µm
_01284_,4.57µm
_01971_,4.57µm
_02018_,4.57µm
_02104_,4.57µm
_02147_,4.57µm
_02292_,4.57µm
_02305_,4.57µm
_02991_,4.57µm
_03273_,4.57µm
_03407_,4.57µm
_03417_,4.57µm
_03558_,4.57µm
_04048_,4.57µm
_04063_,4.57µm
_04240_,4.57µm
_04248_,4.57µm
_04464_,4.57µm
_04858_,4.57µm
_05400_,4.57µm
_05546_,4.57µm
_06047_,4.57µm
_00229_,4.56µm
_00258_,4.56µm
_00484_,4.56µm
_02165_,4.56µm
_02572_,4.56µm
_02720_,4.56µm
_03059_,4.56µm
net1850,4.56µm
_00049_,4.52µm
_03664_,4.52µm
net1687,4.515µm
_00313_,4.51µm
_02036_,4.51µm
_02064_,4.51µm
_02068_,4.51µm
_06057_,4.51µm
_00438_,4.5µm
_00592_,4.5µm
_00593_,4.5µm
_00697_,4.5µm
_01181_,4.5µm
_06133_,4.5µm
_02320_,4.485µm
net1115,4.47µm
_03369_,4.46µm
_05184_,4.46µm
_00502_,4.45µm
_04360_,4.45µm
_01398_,4.44µm
_01509_,4.44µm
_01909_,4.44µm
_03410_,4.44µm
_03941_,4.44µm
_04022_,4.44µm
_04083_,4.44µm
_04154_,4.44µm
_05254_,4.44µm
_06819_,4.44µm
cnn_inst.comm_mem_u0.spi_u0.miso_active,4.44µm
_05944_,4.425µm
net1124,4.42µm
_04738_,4.41µm
_00377_,4.39µm
_00417_,4.39µm
_00480_,4.39µm
_00614_,4.39µm
_00630_,4.39µm
_00689_,4.39µm
_00778_,4.39µm
_01134_,4.39µm
_00340_,4.38µm
_00385_,4.38µm
_00397_,4.38µm
_00405_,4.38µm
_00481_,4.38µm
_00517_,4.38µm
_00522_,4.38µm
_00568_,4.38µm
_00595_,4.38µm
_00683_,4.38µm
_00695_,4.38µm
_00721_,4.38µm
_00761_,4.38µm
_00803_,4.38µm
_00864_,4.38µm
_00945_,4.38µm
_01002_,4.38µm
_01092_,4.38µm
_01103_,4.38µm
_01200_,4.38µm
_01280_,4.38µm
_01494_,4.38µm
_01522_,4.38µm
_01578_,4.38µm
_01592_,4.38µm
_01602_,4.38µm
_01668_,4.38µm
_01995_,4.38µm
_02000_,4.38µm
_02417_,4.38µm
_02502_,4.38µm
_02520_,4.38µm
_02528_,4.38µm
_02762_,4.38µm
_02815_,4.38µm
_03162_,4.38µm
_03397_,4.38µm
_03406_,4.38µm
_03581_,4.38µm
_03619_,4.38µm
_03647_,4.38µm
_03734_,4.38µm
_04429_,4.38µm
_04755_,4.38µm
_05007_,4.38µm
_05089_,4.38µm
_05657_,4.38µm
_05991_,4.38µm
_06063_,4.38µm
_06125_,4.38µm
_06804_,4.38µm
cnn_inst.comm_mem_u0.reg_wgt_u0.Register_Weight_DataInBUS\[3\],4.38µm
_04229_,4.36µm
_06189_,4.36µm
_02971_,4.355µm
_02080_,4.33µm
_02446_,4.33µm
_02606_,4.33µm
_02725_,4.33µm
_03087_,4.33µm
_03955_,4.33µm
_06684_,4.33µm
_03099_,4.32µm
_04113_,4.32µm
_04484_,4.32µm
net1121,4.32µm
net1126,4.32µm
net1167,4.32µm
net1191,4.32µm
net1192,4.32µm
net1198,4.32µm
net1238,4.32µm
net1292,4.32µm
net1299,4.32µm
net1304,4.32µm
net1376,4.32µm
net1390,4.32µm
net1438,4.32µm
net1496,4.32µm
net1542,4.32µm
net1566,4.32µm
net1630,4.32µm
net1685,4.32µm
net1692,4.32µm
net1838,4.32µm
net1883,4.32µm
cnn_inst.acc0\[2\],4.285µm
_00189_,4.27µm
_00424_,4.27µm
_00497_,4.27µm
_00527_,4.27µm
_02968_,4.27µm
_04009_,4.27µm
_00013_,4.26µm
_00070_,4.26µm
_00302_,4.26µm
_00534_,4.26µm
_00740_,4.26µm
_00742_,4.26µm
_00933_,4.26µm
_00944_,4.26µm
_01023_,4.26µm
_01276_,4.26µm
_02355_,4.26µm
_02823_,4.26µm
_03227_,4.26µm
_03390_,4.26µm
_06285_,4.26µm
_03749_,4.235µm
_01573_,4.23µm
_04272_,4.23µm
_04428_,4.23µm
_00029_,4.2µm
_00044_,4.2µm
_01169_,4.2µm
_02483_,4.2µm
_02616_,4.2µm
_03246_,4.2µm
_03528_,4.2µm
_03621_,4.2µm
_06683_,4.2µm
net1168,4.2µm
net1175,4.2µm
net1301,4.2µm
net1355,4.2µm
net1429,4.2µm
net1524,4.2µm
net1716,4.2µm
net1775,4.2µm
_04111_,4.195µm
_04507_,4.195µm
cnn_inst.comm_mem_u0.reg_wgt_u2.Register_Weight_DataInBUS\[5\],4.195µm
cnn_inst.comm_mem_u0.reg_wgt_u2.Register_Weight_DataInBUS\[1\],4.185µm
cnn_inst.comm_mem_u0.reg_wgt_u2.Register_Weight_DataInBUS\[13\],4.18µm
_00510_,4.17µm
_04007_,4.17µm
_04457_,4.17µm
_04578_,4.17µm
_04905_,4.16µm
_00053_,4.14µm
_00178_,4.14µm
_03445_,4.14µm
_03550_,4.14µm
_04115_,4.14µm
_06763_,4.14µm
_04472_,4.125µm
_05698_,4.105µm
_00475_,4.1µm
_01682_,4.1µm
_01871_,4.1µm
_01983_,4.1µm
_02471_,4.1µm
_02559_,4.1µm
_03050_,4.1µm
_03208_,4.1µm
_03678_,4.1µm
_03937_,4.1µm
_03976_,4.1µm
_04470_,4.1µm
_05086_,4.1µm
_05165_,4.1µm
_05970_,4.1µm
_06549_,4.1µm
net1887,4.095µm
_00046_,4.09µm
_00047_,4.09µm
_00090_,4.09µm
_00095_,4.09µm
_00170_,4.09µm
_00180_,4.09µm
_00215_,4.09µm
_00216_,4.09µm
_00228_,4.09µm
_00235_,4.09µm
_00268_,4.09µm
_00270_,4.09µm
_00274_,4.09µm
_00276_,4.09µm
_00277_,4.09µm
_00282_,4.09µm
_00283_,4.09µm
_00289_,4.09µm
_00303_,4.09µm
_00305_,4.09µm
_00307_,4.09µm
_00316_,4.09µm
_00769_,4.09µm
_02078_,4.09µm
_02262_,4.09µm
_02300_,4.09µm
_02313_,4.09µm
_02435_,4.09µm
_02666_,4.09µm
_03170_,4.09µm
_03778_,4.09µm
_04213_,4.09µm
_04270_,4.09µm
_04324_,4.09µm
_05266_,4.09µm
_06292_,4.09µm
net1116,4.09µm
net1132,4.09µm
net1133,4.09µm
net1137,4.09µm
net1153,4.09µm
net1226,4.09µm
net1271,4.09µm
net1290,4.09µm
net1339,4.09µm
net1388,4.09µm
net1416,4.09µm
net1427,4.09µm
net1432,4.09µm
net1451,4.09µm
net1475,4.09µm
net1489,4.09µm
net1500,4.09µm
net1505,4.09µm
net1530,4.09µm
net1584,4.09µm
net1586,4.09µm
net1599,4.09µm
net1603,4.09µm
net1609,4.09µm
net1622,4.09µm
net1745,4.09µm
net1764,4.09µm
net1787,4.09µm
net1801,4.09µm
net1813,4.09µm
net1841,4.09µm
net1856,4.09µm
net1874,4.09µm
net1879,4.09µm
net1886,4.09µm
cnn_inst.comm_mem_u0.reg_wgt_u0.Register_Weight_DataInBUS\[7\],4.09µm
_01133_,4.065µm
_01195_,4.065µm
_02550_,4.04µm
_00411_,4.03µm
_00537_,4.03µm
_00611_,4.03µm
_01164_,4.03µm
_01911_,4.03µm
_01938_,4.03µm
_02742_,4.03µm
_04046_,4.03µm
_04159_,4.03µm
_05521_,4.03µm
_00380_,4.02µm
_00410_,4.02µm
_00469_,4.02µm
_00489_,4.02µm
_00540_,4.02µm
_00547_,4.02µm
_00558_,4.02µm
_00573_,4.02µm
_00585_,4.02µm
_00633_,4.02µm
_00635_,4.02µm
_00636_,4.02µm
_00637_,4.02µm
_00639_,4.02µm
_00647_,4.02µm
_01513_,4.02µm
_01669_,4.02µm
_03119_,4.005µm
_03495_,4.005µm
_03763_,4.005µm
_03792_,4.005µm
_01963_,4µm
_02362_,3.985µm
_03033_,3.985µm
_03171_,3.975µm
_01948_,3.97µm
_00164_,3.96µm
_00171_,3.96µm
_00243_,3.96µm
_00273_,3.96µm
_00297_,3.96µm
_02052_,3.96µm
_02116_,3.96µm
_02138_,3.96µm
_02270_,3.96µm
_02722_,3.96µm
_02764_,3.96µm
_02935_,3.96µm
_02972_,3.96µm
_03046_,3.96µm
_03180_,3.96µm
_03221_,3.96µm
_03430_,3.96µm
_03747_,3.96µm
_03809_,3.96µm
_03895_,3.96µm
_04052_,3.96µm
_04055_,3.96µm
_04093_,3.96µm
_04333_,3.96µm
_04574_,3.96µm
_04686_,3.96µm
_05348_,3.96µm
_05578_,3.96µm
_05617_,3.96µm
_05705_,3.96µm
_05719_,3.96µm
_06301_,3.96µm
_06352_,3.96µm
_06374_,3.96µm
_06399_,3.96µm
_06471_,3.96µm
cnn_inst.comm_mem_u0.reg_wgt_u0.Register_Weight_DataInBUS\[0\],3.96µm
_01299_,3.945µm
net1701,3.93µm
_04241_,3.925µm
_04771_,3.92µm
_00696_,3.91µm
_01116_,3.91µm
_03566_,3.91µm
net1515,3.91µm
_00077_,3.9µm
_00110_,3.9µm
_00118_,3.9µm
_00142_,3.9µm
_00154_,3.9µm
_00200_,3.9µm
_00233_,3.9µm
_00244_,3.9µm
_00265_,3.9µm
_00266_,3.9µm
_00357_,3.9µm
_00360_,3.9µm
_00367_,3.9µm
_00372_,3.9µm
_00398_,3.9µm
_00450_,3.9µm
_00454_,3.9µm
_00462_,3.9µm
_00464_,3.9µm
_00478_,3.9µm
_00494_,3.9µm
_00520_,3.9µm
_00532_,3.9µm
_00536_,3.9µm
_00554_,3.9µm
_00570_,3.9µm
_00572_,3.9µm
_00599_,3.9µm
_00613_,3.9µm
_00622_,3.9µm
_00634_,3.9µm
_00654_,3.9µm
_00662_,3.9µm
_00727_,3.9µm
_00760_,3.9µm
_00788_,3.9µm
_00909_,3.9µm
_00937_,3.9µm
_01132_,3.9µm
_01141_,3.9µm
_01572_,3.9µm
_01630_,3.9µm
_01697_,3.9µm
_01725_,3.9µm
_02003_,3.9µm
_02019_,3.9µm
_02223_,3.9µm
_02697_,3.9µm
_02706_,3.9µm
_02732_,3.9µm
_02875_,3.9µm
_02910_,3.9µm
_03209_,3.9µm
_03321_,3.9µm
_03419_,3.9µm
_03584_,3.9µm
_03690_,3.9µm
_04338_,3.9µm
_04956_,3.9µm
_05453_,3.9µm
_05997_,3.9µm
_06196_,3.9µm
_02998_,3.855µm
_00108_,3.85µm
_00299_,3.85µm
_00019_,3.84µm
_02145_,3.84µm
_02240_,3.84µm
_02748_,3.84µm
_03590_,3.84µm
_03615_,3.84µm
_03970_,3.84µm
_04312_,3.84µm
_04744_,3.84µm
net1130,3.84µm
net1138,3.84µm
net1160,3.84µm
net1211,3.84µm
net1254,3.84µm
net1297,3.84µm
net1312,3.84µm
net1407,3.84µm
net1522,3.84µm
net1560,3.84µm
net1600,3.84µm
net1605,3.84µm
net1749,3.84µm
net1782,3.84µm
net1784,3.84µm
net1835,3.84µm
_00483_,3.82µm
_00055_,3.78µm
_00317_,3.78µm
_00763_,3.78µm
_00995_,3.78µm
_02477_,3.78µm
_04147_,3.78µm
_05922_,3.78µm
_04492_,3.75µm
_00045_,3.72µm
_00086_,3.72µm
_00112_,3.72µm
_00143_,3.72µm
_00144_,3.72µm
_00223_,3.72µm
_00237_,3.72µm
_00238_,3.72µm
_00239_,3.72µm
_00245_,3.72µm
_00248_,3.72µm
_00254_,3.72µm
_00255_,3.72µm
_00259_,3.72µm
_00272_,3.72µm
_00290_,3.72µm
_00306_,3.72µm
_00308_,3.72µm
_00309_,3.72µm
_00310_,3.72µm
_00852_,3.72µm
_01529_,3.72µm
_01868_,3.72µm
_03987_,3.72µm
_04067_,3.72µm
_05212_,3.72µm
_05986_,3.72µm
net1205,3.72µm
net1276,3.72µm
net1296,3.72µm
net1392,3.72µm
net1468,3.72µm
net1470,3.72µm
net1483,3.72µm
net1564,3.72µm
net1596,3.72µm
net1788,3.72µm
net1790,3.72µm
net1806,3.72µm
_00102_,3.715µm
_00120_,3.715µm
_00158_,3.715µm
_00159_,3.715µm
_00167_,3.715µm
_00176_,3.715µm
_00188_,3.715µm
_00190_,3.715µm
_01714_,3.715µm
_02023_,3.715µm
_02429_,3.715µm
_02526_,3.715µm
_02769_,3.715µm
_02957_,3.715µm
_03023_,3.715µm
_03047_,3.715µm
_04105_,3.715µm
_04309_,3.715µm
_04465_,3.715µm
_04955_,3.715µm
_06197_,3.715µm
_06761_,3.715µm
_06368_,3.67µm
_04218_,3.665µm
_04404_,3.665µm
_02661_,3.66µm
_03395_,3.66µm
_03546_,3.66µm
_04168_,3.66µm
_03083_,3.655µm
_03533_,3.655µm
_04467_,3.655µm
_05524_,3.655µm
_02194_,3.645µm
net1479,3.63µm
net1646,3.63µm
_00105_,3.62µm
_00114_,3.62µm
_00132_,3.62µm
_00133_,3.62µm
_00145_,3.62µm
_00146_,3.62µm
_00147_,3.62µm
_00153_,3.62µm
_00161_,3.62µm
_00162_,3.62µm
_00182_,3.62µm
_00186_,3.62µm
_00187_,3.62µm
_00194_,3.62µm
_00196_,3.62µm
_00199_,3.62µm
_00209_,3.62µm
_00212_,3.62µm
_00264_,3.62µm
_00301_,3.62µm
_03201_,3.62µm
_03748_,3.62µm
_03969_,3.62µm
_05363_,3.62µm
_06513_,3.62µm
_00364_,3.61µm
_00416_,3.61µm
_00640_,3.61µm
_01962_,3.61µm
_02010_,3.61µm
_02245_,3.61µm
_02265_,3.61µm
_02466_,3.61µm
_02504_,3.61µm
_03643_,3.61µm
_03707_,3.61µm
_04497_,3.61µm
_04757_,3.61µm
_05101_,3.61µm
_05467_,3.61µm
_06145_,3.61µm
_06164_,3.61µm
_06792_,3.61µm
_01481_,3.6µm
_02097_,3.6µm
_04525_,3.6µm
_03163_,3.56µm
_00939_,3.55µm
_03983_,3.55µm
_00296_,3.54µm
_00337_,3.54µm
_00362_,3.54µm
_00392_,3.54µm
_00436_,3.54µm
_00501_,3.54µm
_00546_,3.54µm
_00576_,3.54µm
_00655_,3.54µm
_01099_,3.54µm
_01102_,3.54µm
_01113_,3.54µm
_01115_,3.54µm
_02406_,3.54µm
_02891_,3.54µm
_01639_,3.525µm
_00210_,3.52µm
_00084_,3.49µm
_00051_,3.48µm
_00056_,3.48µm
_00058_,3.48µm
_00062_,3.48µm
_00067_,3.48µm
_00068_,3.48µm
_00075_,3.48µm
_00082_,3.48µm
_00091_,3.48µm
_00127_,3.48µm
_00130_,3.48µm
_00219_,3.48µm
_00325_,3.48µm
_00370_,3.48µm
_01324_,3.48µm
_01486_,3.48µm
_01658_,3.48µm
_02007_,3.48µm
_02397_,3.48µm
_02510_,3.48µm
_02649_,3.48µm
_02656_,3.48µm
_02669_,3.48µm
_02873_,3.48µm
_03130_,3.48µm
_03314_,3.48µm
_04144_,3.48µm
_04156_,3.48µm
_04294_,3.48µm
_04499_,3.48µm
_04776_,3.48µm
_04891_,3.48µm
_04964_,3.48µm
_04989_,3.48µm
_04991_,3.48µm
_05631_,3.48µm
_06272_,3.48µm
_06576_,3.48µm
_06588_,3.48µm
_06601_,3.48µm
_06677_,3.48µm
_00300_,3.475µm
_00363_,3.43µm
_00054_,3.42µm
_00063_,3.42µm
_00065_,3.42µm
_00069_,3.42µm
_00072_,3.42µm
_00073_,3.42µm
_00080_,3.42µm
_00099_,3.42µm
_00103_,3.42µm
_00107_,3.42µm
_00119_,3.42µm
_00121_,3.42µm
_00123_,3.42µm
_00125_,3.42µm
_00129_,3.42µm
_00131_,3.42µm
_00137_,3.42µm
_00140_,3.42µm
_00141_,3.42µm
_00149_,3.42µm
_00150_,3.42µm
_00157_,3.42µm
_00172_,3.42µm
_00175_,3.42µm
_00218_,3.42µm
_00220_,3.42µm
_00257_,3.42µm
_00327_,3.42µm
_00344_,3.42µm
_00373_,3.42µm
_00382_,3.42µm
_00383_,3.42µm
_00394_,3.42µm
_00413_,3.42µm
_00439_,3.42µm
_00445_,3.42µm
_00448_,3.42µm
_00453_,3.42µm
_00457_,3.42µm
_00503_,3.42µm
_00531_,3.42µm
_00535_,3.42µm
_00565_,3.42µm
_00578_,3.42µm
_00617_,3.42µm
_00675_,3.42µm
_00738_,3.42µm
_00744_,3.42µm
_00755_,3.42µm
_00853_,3.42µm
_01104_,3.42µm
_01140_,3.42µm
_01209_,3.42µm
_01229_,3.42µm
_01245_,3.42µm
_01269_,3.42µm
_01279_,3.42µm
_01503_,3.42µm
_01619_,3.42µm
_01726_,3.42µm
_01731_,3.42µm
_01736_,3.42µm
_01864_,3.42µm
_01935_,3.42µm
_01953_,3.42µm
_02029_,3.42µm
_02103_,3.42µm
_02121_,3.42µm
_02125_,3.42µm
_02143_,3.42µm
_02157_,3.42µm
_02430_,3.42µm
_02454_,3.42µm
_02519_,3.42µm
_02575_,3.42µm
_02663_,3.42µm
_02675_,3.42µm
_02695_,3.42µm
_02707_,3.42µm
_02726_,3.42µm
_02731_,3.42µm
_02842_,3.42µm
_03040_,3.42µm
_03093_,3.42µm
_03217_,3.42µm
_03535_,3.42µm
_03632_,3.42µm
_03703_,3.42µm
_04152_,3.42µm
_04180_,3.42µm
_04394_,3.42µm
_04821_,3.42µm
_04836_,3.42µm
_04884_,3.42µm
_05124_,3.42µm
_05242_,3.42µm
_05444_,3.42µm
_05537_,3.42µm
_05851_,3.42µm
_06005_,3.42µm
_06194_,3.42µm
_06202_,3.42µm
_06822_,3.42µm
_03649_,3.4µm
_02030_,3.39µm
_02053_,3.39µm
_02297_,3.39µm
_02949_,3.38µm
_00017_,3.36µm
_04347_,3.36µm
net1119,3.36µm
net1180,3.36µm
net1196,3.36µm
net1396,3.36µm
net1430,3.36µm
net1593,3.36µm
net1641,3.36µm
net1691,3.36µm
net1783,3.36µm
_00106_,3.3µm
_00113_,3.3µm
_00126_,3.3µm
_00155_,3.3µm
_00156_,3.3µm
_00198_,3.3µm
_00253_,3.3µm
_00256_,3.3µm
_00298_,3.3µm
_03285_,3.27µm
_03710_,3.25µm
_04032_,3.25µm
_00352_,3.24µm
_00466_,3.24µm
_00468_,3.24µm
_00587_,3.24µm
_00606_,3.24µm
_00641_,3.24µm
_00644_,3.24µm
_01681_,3.24µm
_02312_,3.24µm
_02615_,3.24µm
_02874_,3.24µm
_03333_,3.24µm
_03505_,3.24µm
_03513_,3.24µm
_04103_,3.24µm
_04778_,3.24µm
_04969_,3.24µm
_05750_,3.24µm
_06050_,3.24µm
_06135_,3.24µm
_06799_,3.24µm
_06806_,3.24µm
_02071_,3.235µm
_02902_,3.235µm
_03833_,3.235µm
_04003_,3.235µm
_04227_,3.235µm
_04249_,3.235µm
_04410_,3.235µm
_05902_,3.235µm
_05932_,3.235µm
_06067_,3.235µm
_00594_,3.225µm
_00620_,3.225µm
_00624_,3.225µm
_00648_,3.225µm
_00700_,3.225µm
_02442_,3.21µm
_03548_,3.195µm
_02561_,3.185µm
_00422_,3.18µm
_01496_,3.18µm
_01667_,3.18µm
_04236_,3.18µm
_02395_,3.175µm
_01397_,3.14µm
_01770_,3.14µm
_02373_,3.14µm
_03127_,3.14µm
_03240_,3.14µm
_03325_,3.14µm
_03342_,3.14µm
_03603_,3.14µm
_03817_,3.14µm
_03926_,3.14µm
_04107_,3.14µm
_04728_,3.14µm
_04815_,3.14µm
_05595_,3.14µm
_06372_,3.14µm
_06801_,3.14µm
_01502_,3.13µm
_01511_,3.13µm
_01521_,3.13µm
_02387_,3.13µm
_02580_,3.13µm
_02682_,3.13µm
_02784_,3.13µm
_03731_,3.13µm
_04030_,3.13µm
_04058_,3.13µm
_04068_,3.13µm
_04358_,3.13µm
_05205_,3.13µm
_05209_,3.13µm
_05406_,3.13µm
_05601_,3.13µm
_05762_,3.13µm
_06071_,3.13µm
_06126_,3.13µm
_06205_,3.13µm
_06379_,3.13µm
_06531_,3.13µm
cnn_inst.proc_u0.cnn_ctrl_u0.cnn_inst.cnn_inst.en_maxpool,3.13µm
_04251_,3.12µm
_04259_,3.12µm
_04853_,3.12µm
_06375_,3.12µm
_02268_,3.085µm
_00571_,3.08µm
_03442_,3.08µm
_06517_,3.08µm
_03503_,3.07µm
_04021_,3.07µm
_02778_,3.065µm
_00388_,3.06µm
_00408_,3.06µm
_00446_,3.06µm
_00459_,3.06µm
_00506_,3.06µm
_00541_,3.06µm
_00549_,3.06µm
_00556_,3.06µm
_00579_,3.06µm
_00604_,3.06µm
_00631_,3.06µm
_00645_,3.06µm
_00673_,3.06µm
_00715_,3.06µm
_01160_,3.06µm
_01177_,3.06µm
_01206_,3.06µm
_01212_,3.06µm
_01230_,3.06µm
_01240_,3.06µm
_01260_,3.06µm
_01686_,3.06µm
_02581_,3.04µm
_04512_,3.04µm
_01479_,3.03µm
_02496_,3.025µm
_03169_,3.015µm
_00064_,3µm
_00083_,3µm
_00088_,3µm
_00111_,3µm
_00115_,3µm
_00134_,3µm
_00166_,3µm
_00168_,3µm
_00181_,3µm
_00205_,3µm
_00206_,3µm
_00208_,3µm
_00224_,3µm
_00227_,3µm
_00230_,3µm
_00242_,3µm
_00250_,3µm
_00267_,3µm
_00284_,3µm
_00295_,3µm
_01498_,3µm
_01526_,3µm
_01531_,3µm
_01534_,3µm
_01535_,3µm
_01635_,3µm
_01661_,3µm
_01933_,3µm
_02269_,3µm
_02353_,3µm
_02368_,3µm
_02372_,3µm
_02515_,3µm
_02569_,3µm
_02650_,3µm
_02662_,3µm
_02749_,3µm
_02776_,3µm
_02973_,3µm
_02978_,3µm
_02997_,3µm
_03262_,3µm
_03501_,3µm
_03525_,3µm
_04038_,3µm
_04079_,3µm
_04350_,3µm
_04386_,3µm
_04399_,3µm
_04412_,3µm
_04543_,3µm
_04722_,3µm
_04850_,3µm
_04951_,3µm
_05174_,3µm
_06420_,3µm
_06470_,3µm
_06472_,3µm
_06489_,3µm
_06673_,3µm
_06682_,3µm
cnn_inst.comm_mem_u0.reg_wgt_u0.Register_Weight_DataInBUS\[5\],3µm
_00192_,2.99µm
_02829_,2.98µm
net1220,2.97µm
_00018_,2.94µm
_00061_,2.94µm
_00071_,2.94µm
_00078_,2.94µm
_00079_,2.94µm
_00081_,2.94µm
_00093_,2.94µm
_00094_,2.94µm
_00116_,2.94µm
_00122_,2.94µm
_00173_,2.94µm
_00184_,2.94µm
_00202_,2.94µm
_00211_,2.94µm
_00213_,2.94µm
_00247_,2.94µm
_00249_,2.94µm
_00269_,2.94µm
_00280_,2.94µm
_00281_,2.94µm
_00312_,2.94µm
_00371_,2.94µm
_00387_,2.94µm
_00399_,2.94µm
_00500_,2.94µm
_00545_,2.94µm
_00551_,2.94µm
_00583_,2.94µm
_00680_,2.94µm
_00754_,2.94µm
_00766_,2.94µm
_01018_,2.94µm
_01218_,2.94µm
_01694_,2.94µm
_01721_,2.94µm
_01825_,2.94µm
_02294_,2.94µm
_02374_,2.94µm
_03435_,2.94µm
_03554_,2.94µm
