net,length_um
_03249_,13.92µm
_00033_,13.87µm
_00833_,13.87µm
_02095_,13.87µm
_02532_,13.87µm
_05056_,13.87µm
_05626_,13.87µm
_05741_,13.87µm
cnn_inst.comm_mem_u0.o_wgt_row02\[14\],13.87µm
_02797_,13.86µm
_06152_,13.86µm
_06217_,13.86µm
_06033_,13.855µm
_01172_,13.83µm
_03349_,13.825µm
_06212_,13.82µm
cnn_inst.comm_mem_u0.spi_u0.loader_image_sm.STATE_Register,13.82µm
cnn_inst.comm_mem_u0.o_wgt_row04\[14\],13.815µm
_01556_,13.81µm
_04266_,13.81µm
_04285_,13.81µm
_04506_,13.81µm
_05243_,13.81µm
_05355_,13.81µm
_05404_,13.81µm
_05570_,13.81µm
_06051_,13.8µm
_06714_,13.8µm
_01816_,13.785µm
_03236_,13.78µm
_05834_,13.78µm
_05433_,13.77µm
cnn_inst.proc_u0.cnn_ctrl_u0.cnn_inst.state\[5\],13.765µm
_01939_,13.76µm
_04828_,13.76µm
_05843_,13.76µm
cnn_inst.comm_mem_u0.reg_img_u5.Register_Imag_DataInBUS\[14\],13.76µm
_00897_,13.75µm
_02015_,13.75µm
_04872_,13.75µm
_05411_,13.745µm
_02296_,13.74µm
_03366_,13.74µm
_05478_,13.74µm
cnn_inst.comm_mem_u0.reg_img_u2.Register_Imag_DataInBUS\[1\],13.74µm
cnn_inst.comm_mem_u0.reg_img_u0.Register_Imag_DataInBUS\[18\],13.71µm
_03343_,13.705µm
_01454_,13.7µm
_05707_,13.7µm
cnn_inst.comm_mem_u0.o_wgt_row04\[1\],13.7µm
cnn_inst.comm_mem_u0.reg_img_u2.Register_Imag_DataInBUS\[27\],13.7µm
cnn_inst.proc_u0.cnn_ctrl_u0.cnn_inst.cnn_inst.kernel_flat\[23\],13.7µm
_01543_,13.69µm
_01752_,13.69µm
_05123_,13.69µm
_05656_,13.69µm
_06524_,13.69µm
_06688_,13.69µm
_06690_,13.69µm
_05398_,13.68µm
_05928_,13.68µm
_01369_,13.675µm
_05602_,13.665µm
_04700_,13.65µm
cnn_inst.comm_mem_u0.reg_img_u1.Register_Imag_DataInBUS\[9\],13.65µm
cnn_inst.comm_mem_u0.reg_img_u8.Register_Imag_DataInBUS\[16\],13.65µm
_02047_,13.64µm
cnn_inst.comm_mem_u0.reg_img_u4.Register_Imag_DataInBUS\[3\],13.64µm
_03153_,13.63µm
_05318_,13.63µm
_05095_,13.625µm
cnn_inst.comm_mem_u0.reg_img_u8.Register_Imag_DataInBUS\[9\],13.625µm
_01487_,13.62µm
_02743_,13.62µm
_03115_,13.62µm
_05069_,13.62µm
_05983_,13.62µm
cnn_inst.proc_u0.cnn_ctrl_u0.state\[12\],13.62µm
cnn_inst.comm_mem_u0.o_wgt_row04\[4\],13.585µm
cnn_inst.comm_mem_u0.reg_img_u8.Register_Imag_DataInBUS\[0\],13.585µm
_03310_,13.58µm
_04539_,13.57µm
_05624_,13.57µm
cnn_inst.comm_mem_u0.o_img_row01\[1\],13.57µm
_02794_,13.56µm
_05118_,13.555µm
_03282_,13.535µm
_02424_,13.525µm
_01761_,13.51µm
_06746_,13.5µm
_02123_,13.475µm
cnn_inst.proc_u0.cnn_ctrl_u0.cnn_inst.cnn_inst.kernel_flat\[72\],13.47µm
_03402_,13.465µm
cnn_inst.comm_mem_u0.o_wgt_row04\[12\],13.45µm
cnn_inst.comm_mem_u0.reg_img_u5.Register_Imag_DataInBUS\[16\],13.45µm
_01981_,13.44µm
_03878_,13.44µm
_04522_,13.44µm
_04687_,13.44µm
net1520,13.44µm
cnn_inst.comm_mem_u0.reg_img_u8.Register_Imag_DataInBUS\[27\],13.42µm
_03668_,13.415µm
_06293_,13.4µm
_00996_,13.39µm
_01037_,13.39µm
_01622_,13.39µm
_02252_,13.38µm
_03385_,13.38µm
_03899_,13.38µm
_05900_,13.38µm
_05780_,13.375µm
_06190_,13.365µm
_06697_,13.365µm
cnn_inst.comm_mem_u0.spi_u0.bit_count\[4\],13.365µm
_05271_,13.345µm
_05360_,13.345µm
cnn_inst.comm_mem_u0.reg_img_u1.Register_Imag_DataInBUS\[12\],13.34µm
cnn_inst.comm_mem_u0.reg_img_u7.Register_Imag_DataInBUS\[19\],13.34µm
_05674_,13.33µm
_06575_,13.33µm
_06734_,13.33µm
cnn_inst.comm_mem_u0.reg_img_u4.Register_Imag_DataInBUS\[19\],13.33µm
_03253_,13.315µm
_03296_,13.315µm
_05265_,13.305µm
_05588_,13.3µm
_04584_,13.285µm
_03728_,13.28µm
cnn_inst.comm_mem_u0.reg_img_u7.Register_Imag_DataInBUS\[23\],13.28µm
cnn_inst.comm_mem_u0.reg_img_u9.Register_Imag_DataInBUS\[13\],13.28µm
_00935_,13.27µm
_01033_,13.27µm
_02021_,13.27µm
_04468_,13.27µm
cnn_inst.comm_mem_u0.spi_u0.miso_count\[4\],13.27µm
_05260_,13.26µm
_05049_,13.255µm
cnn_inst.comm_mem_u0.reg_img_u4.Register_Imag_DataInBUS\[10\],13.255µm
_04532_,13.23µm
_00544_,13.22µm
_01364_,13.22µm
_01383_,13.22µm
_02782_,13.22µm
_04982_,13.22µm
_05244_,13.22µm
_05320_,13.22µm
_04903_,13.21µm
_06644_,13.21µm
cnn_inst.proc_u0.cnn_ctrl_u0.cnn_inst.frag_mux.frag_sel\[3\],13.21µm
_02611_,13.2µm
_04675_,13.2µm
_06421_,13.2µm
net1585,13.2µm
_03651_,13.19µm
cnn_inst.comm_mem_u0.reg_img_u3.Register_Imag_DataInBUS\[16\],13.17µm
_03485_,13.16µm
_02127_,13.15µm
_06176_,13.145µm
_05029_,13.14µm
_05614_,13.14µm
_05296_,13.135µm
_05499_,13.135µm
_05282_,13.115µm
_06011_,13.115µm
_03365_,13.11µm
_06766_,13.105µm
cnn_inst.comm_mem_u0.mr1_out\[14\],13.105µm
_05160_,13.1µm
_06215_,13.1µm
_00830_,13.095µm
_03122_,13.09µm
_04528_,13.09µm
_04699_,13.09µm
_05566_,13.09µm
_05017_,13.08µm
_04065_,13.07µm
_03874_,13.05µm
cnn_inst.comm_mem_u0.reg_img_u0.Register_Imag_DataInBUS\[13\],13.05µm
_05681_,13.04µm
_05275_,13.03µm
_01599_,13.02µm
_02920_,13.01µm
_05811_,13.005µm
_03698_,12.995µm
_03305_,12.99µm
_05375_,12.99µm
_05914_,12.99µm
_06201_,12.985µm
_05460_,12.97µm
cnn_inst.comm_mem_u0.reg_img_u8.Register_Imag_DataInBUS\[12\],12.97µm
_02448_,12.96µm
_03529_,12.96µm
_04927_,12.96µm
_05303_,12.96µm
cnn_inst.comm_mem_u0.reg_img_u4.Register_Imag_DataInBUS\[22\],12.96µm
cnn_inst.comm_mem_u0.reg_img_u8.Register_Imag_DataInBUS\[7\],12.96µm
_00729_,12.91µm
_00831_,12.91µm
_01032_,12.91µm
_01059_,12.91µm
_03414_,12.91µm
_04279_,12.91µm
_05381_,12.91µm
_06046_,12.91µm
_06300_,12.91µm
_05016_,12.9µm
_05221_,12.895µm
cnn_inst.comm_mem_u0.reg_img_u3.Register_Imag_DataInBUS\[14\],12.86µm
cnn_inst.comm_mem_u0.reg_img_u3.Register_Imag_DataInBUS\[19\],12.86µm
cnn_inst.comm_mem_u0.reg_img_u4.Register_Imag_DataInBUS\[26\],12.86µm
cnn_inst.comm_mem_u0.reg_img_u5.Register_Imag_DataInBUS\[20\],12.86µm
cnn_inst.proc_u0.cnn_ctrl_u0.state\[5\],12.86µm
_00885_,12.85µm
_01054_,12.85µm
_04198_,12.85µm
_06457_,12.85µm
_04334_,12.84µm
_06334_,12.84µm
_06538_,12.84µm
cnn_inst.comm_mem_u0.reg_img_u8.Register_Imag_DataInBUS\[25\],12.84µm
cnn_inst.comm_mem_u0.reg_img_u8.Register_Imag_DataInBUS\[5\],12.84µm
_04211_,12.835µm
_02315_,12.83µm
cnn_inst.comm_mem_u0.o_wgt_row00\[1\],12.83µm
_02933_,12.825µm
_05877_,12.8µm
cnn_inst.comm_mem_u0.reg_img_u3.Register_Imag_DataInBUS\[11\],12.8µm
cnn_inst.comm_mem_u0.reg_img_u3.Register_Imag_DataInBUS\[4\],12.8µm
cnn_inst.comm_mem_u0.reg_img_u4.Register_Imag_DataInBUS\[15\],12.8µm
cnn_inst.comm_mem_u0.reg_img_u6.Register_Imag_DataInBUS\[1\],12.8µm
cnn_inst.comm_mem_u0.reg_img_u9.Register_Imag_DataInBUS\[6\],12.8µm
_00825_,12.79µm
_01046_,12.79µm
_01149_,12.79µm
_01295_,12.79µm
_02067_,12.79µm
_05752_,12.79µm
_04739_,12.785µm
_05096_,12.785µm
_02236_,12.78µm
_05278_,12.78µm
_05322_,12.78µm
_05974_,12.775µm
_06458_,12.765µm
cnn_inst.comm_mem_u0.reg_wgt_u4.Register_Weight_DataInBUS\[12\],12.745µm
_01447_,12.74µm
_02152_,12.74µm
_03172_,12.74µm
_00787_,12.73µm
_02111_,12.73µm
_02518_,12.73µm
_02546_,12.73µm
_03553_,12.73µm
_03861_,12.73µm
_05788_,12.73µm
_05945_,12.73µm
_06433_,12.73µm
_06476_,12.73µm
_06505_,12.73µm
_06599_,12.73µm
_06634_,12.73µm
cnn_inst.comm_mem_u0.o_img_row08\[6\],12.73µm
_02345_,12.72µm
_04554_,12.72µm
_05711_,12.72µm
_05713_,12.72µm
_06043_,12.72µm
net1862,12.72µm
_02156_,12.715µm
_02756_,12.715µm
_03270_,12.715µm
_03804_,12.715µm
_05744_,12.715µm
_05972_,12.68µm
_06564_,12.68µm
_04171_,12.675µm
_00343_,12.67µm
_02359_,12.67µm
_03444_,12.67µm
_04814_,12.67µm
_05402_,12.67µm
_01563_,12.66µm
_04916_,12.66µm
_05256_,12.66µm
_05822_,12.66µm
_05933_,12.66µm
cnn_inst.comm_mem_u0.reg_img_u8.Register_Imag_DataInBUS\[13\],12.65µm
_04732_,12.63µm
_05950_,12.63µm
_05527_,12.625µm
_05888_,12.625µm
_05386_,12.62µm
_05563_,12.62µm
_05964_,12.62µm
_02187_,12.615µm
_04604_,12.615µm
_04670_,12.61µm
_04768_,12.61µm
_04919_,12.61µm
_06348_,12.61µm
net1768,12.61µm
_03723_,12.585µm
_03441_,12.57µm
cnn_inst.comm_mem_u0.reg_img_u2.Register_Imag_DataInBUS\[26\],12.57µm
_05734_,12.56µm
_00730_,12.55µm
cnn_inst.comm_mem_u0.reg_img_u6.Register_Imag_DataInBUS\[26\],12.55µm
_06121_,12.54µm
_01987_,12.525µm
_06490_,12.525µm
_05916_,12.515µm
_05388_,12.49µm
_06727_,12.49µm
cnn_inst.acc0\[14\],12.49µm
_02723_,12.48µm
_05290_,12.48µm
_06730_,12.48µm
cnn_inst.comm_mem_u0.o_wgt_row04\[5\],12.48µm
_01024_,12.465µm
_03458_,12.465µm
_01835_,12.46µm
_01442_,12.445µm
_02724_,12.445µm
_00619_,12.44µm
_00967_,12.43µm
_01077_,12.43µm
_01842_,12.43µm
_02139_,12.43µm
cnn_inst.CNNver2_MR2_Load,12.43µm
cnn_inst.comm_mem_u0.o_wgt_row04\[8\],12.43µm
_00234_,12.42µm
_01519_,12.42µm
_01728_,12.42µm
_02872_,12.42µm
_05380_,12.42µm
_01392_,12.405µm
_05151_,12.405µm
cnn_inst.acc1\[7\],12.405µm
_04625_,12.385µm
cnn_inst.comm_mem_u0.reg_img_u3.Register_Imag_DataInBUS\[18\],12.38µm
cnn_inst.comm_mem_u0.reg_img_u3.Register_Imag_DataInBUS\[21\],12.38µm
cnn_inst.comm_mem_u0.reg_img_u3.Register_Imag_DataInBUS\[28\],12.38µm
cnn_inst.comm_mem_u0.reg_img_u5.Register_Imag_DataInBUS\[8\],12.38µm
cnn_inst.comm_mem_u0.reg_img_u7.Register_Imag_DataInBUS\[14\],12.38µm
_02986_,12.37µm
_03101_,12.37µm
_03496_,12.37µm
_04649_,12.37µm
_05660_,12.37µm
cnn_inst.comm_mem_u0.reg_wgt_u2.Register_Weight_DataInBUS\[4\],12.37µm
_06013_,12.36µm
_06332_,12.36µm
_06582_,12.36µm
_06736_,12.36µm
_04423_,12.355µm
cnn_inst.acc1\[9\],12.325µm
_03541_,12.32µm
_03839_,12.32µm
cnn_inst.comm_mem_u0.o_wgt_row00\[11\],12.32µm
cnn_inst.comm_mem_u0.reg_img_u2.Register_Imag_DataInBUS\[29\],12.32µm
cnn_inst.comm_mem_u0.reg_img_u6.Register_Imag_DataInBUS\[4\],12.32µm
cnn_inst.comm_mem_u0.reg_img_u7.Register_Imag_DataInBUS\[12\],12.32µm
cnn_inst.comm_mem_u0.reg_img_u8.Register_Imag_DataInBUS\[21\],12.32µm
cnn_inst.comm_mem_u0.reg_img_u9.Register_Imag_DataInBUS\[10\],12.32µm
cnn_inst.proc_u0.cnn_ctrl_u0.cnn_inst.start,12.32µm
_00871_,12.31µm
_00884_,12.31µm
_00962_,12.31µm
_04678_,12.31µm
_04748_,12.31µm
cnn_inst.comm_mem_u0.reg_img_u1.Register_Imag_DataInBUS\[27\],12.31µm
_03917_,12.3µm
_04599_,12.3µm
_05482_,12.3µm
_05543_,12.285µm
_02864_,12.27µm
_03112_,12.27µm
cnn_inst.comm_mem_u0.o_wgt_row01\[4\],12.27µm
_02629_,12.265µm
_00335_,12.26µm
_01071_,12.25µm
_03260_,12.25µm
_04379_,12.25µm
_04752_,12.25µm
_04875_,12.25µm
_05622_,12.25µm
_06002_,12.25µm
_06359_,12.25µm
_06461_,12.25µm
_06558_,12.25µm
_06563_,12.25µm
_06711_,12.25µm
_00906_,12.24µm
_00966_,12.24µm
_01708_,12.24µm
_02570_,12.24µm
net1360,12.24µm
_04197_,12.215µm
cnn_inst.comm_mem_u0.mr2_out\[6\],12.215µm
_05236_,12.21µm
_05629_,12.21µm
_04808_,12.2µm
_06632_,12.195µm
_01084_,12.19µm
_02379_,12.19µm
_03147_,12.19µm
_05426_,12.19µm
_04136_,12.175µm
_05938_,12.175µm
_00997_,12.165µm
_02096_,12.165µm
_05731_,12.15µm
_02140_,12.14µm
_03091_,12.14µm
_03754_,12.14µm
_04925_,12.14µm
_03865_,12.13µm
_05153_,12.13µm
_05661_,12.13µm
net1514,12.13µm
cnn_inst.comm_mem_u0.o_wgt_row01\[12\],12.13µm
_05625_,12.12µm
_05798_,12.12µm
_06720_,12.12µm
_05474_,12.115µm
_05216_,12.095µm
_00032_,12.07µm
_01908_,12.07µm
_05484_,12.07µm
_05779_,12.07µm
_06010_,12.07µm
_05912_,12.065µm
_05881_,12.06µm
_06298_,12.06µm
_05911_,12.055µm
_05185_,12.035µm
_05331_,12.03µm
_03344_,12.025µm
_04718_,12.025µm
_05099_,12.025µm
_02754_,12.02µm
_00346_,12.01µm
_01642_,12.01µm
_02207_,12.01µm
_06315_,12.01µm
_02835_,12µm
_03465_,12µm
_03796_,12µm
_05736_,12µm
cnn_inst.comm_mem_u0.o_wgt_row03\[1\],12µm
_04930_,11.995µm
_05207_,11.985µm
_03608_,11.98µm
cnn_inst.comm_mem_u0.reg_img_u5.Register_Imag_DataInBUS\[1\],11.96µm
_01061_,11.95µm
_01150_,11.95µm
_02806_,11.95µm
_02869_,11.95µm
_06153_,11.95µm
cnn_inst.comm_mem_u0.reg_wgt_u0.Register_Weight_DataInBUS\[8\],11.95µm
_01729_,11.94µm
_02847_,11.94µm
_06136_,11.94µm
_06146_,11.94µm
_02601_,11.935µm
_02599_,11.91µm
_04143_,11.9µm
_00014_,11.89µm
_01905_,11.89µm
_05415_,11.89µm
_05568_,11.89µm
net1710,11.89µm
cnn_inst.comm_mem_u0.reg_img_u1.Register_Imag_DataInBUS\[26\],11.89µm
cnn_inst.comm_mem_u0.o_img_row02\[11\],11.885µm
_01932_,11.88µm
_04056_,11.88µm
_06049_,11.88µm
_06350_,11.88µm
_06380_,11.88µm
_06553_,11.88µm
_03468_,11.86µm
_03825_,11.86µm
_04996_,11.86µm
_02922_,11.845µm
_01437_,11.84µm
_02038_,11.84µm
_05772_,11.84µm
cnn_inst.comm_mem_u0.reg_img_u3.Register_Imag_DataInBUS\[29\],11.84µm
cnn_inst.comm_mem_u0.reg_img_u6.Register_Imag_DataInBUS\[11\],11.84µm
cnn_inst.comm_mem_u0.reg_img_u8.Register_Imag_DataInBUS\[18\],11.84µm
_00850_,11.83µm
_01653_,11.83µm
_01685_,11.83µm
_05288_,11.83µm
cnn_inst.comm_mem_u0.o_wgt_row02\[12\],11.825µm
cnn_inst.comm_mem_u0.reg_wgt_u4.Register_Weight_DataInBUS\[1\],11.825µm
_02846_,11.82µm
_03002_,11.815µm
_03111_,11.815µm
cnn_inst.comm_mem_u0.o_wgt_row01\[5\],11.79µm
cnn_inst.comm_mem_u0.reg_img_u4.Register_Imag_DataInBUS\[18\],11.79µm
cnn_inst.comm_mem_u0.reg_img_u5.Register_Imag_DataInBUS\[22\],11.79µm
_04719_,11.785µm
_02467_,11.78µm
_01088_,11.77µm
_01684_,11.77µm
_02250_,11.77µm
_03860_,11.77µm
_05043_,11.77µm
_05797_,11.77µm
_06376_,11.77µm
_06391_,11.77µm
_06448_,11.77µm
_06499_,11.77µm
_06589_,11.77µm
_06623_,11.77µm
_06642_,11.77µm
_06648_,11.77µm
_06712_,11.77µm
_06715_,11.77µm
net1676,11.77µm
_01712_,11.76µm
_01919_,11.76µm
_02057_,11.76µm
_03364_,11.76µm
_03867_,11.76µm
_05179_,11.76µm
_05269_,11.76µm
_05982_,11.76µm
_06636_,11.76µm
net1829,11.76µm
net1103,11.76µm
_01975_,11.755µm
_02020_,11.725µm
_03697_,11.72µm
_06192_,11.72µm
_06655_,11.715µm
_00342_,11.71µm
_01087_,11.71µm
_05262_,11.71µm
_05720_,11.71µm
_02818_,11.675µm
_02709_,11.665µm
_05452_,11.665µm
cnn_inst.acc1\[11\],11.665µm
_01421_,11.66µm
_02618_,11.66µm
_03384_,11.66µm
_05688_,11.66µm
_04720_,11.655µm
_05509_,11.655µm
_03594_,11.65µm
_03798_,11.65µm
_05276_,11.65µm
_05696_,11.65µm
_05865_,11.65µm
_05952_,11.65µm
_02919_,11.63µm
_03453_,11.61µm
_03473_,11.6µm
_05041_,11.6µm
_00333_,11.59µm
_00658_,11.59µm
cnn_inst.comm_mem_u0.reg_img_u1.Register_Imag_DataInBUS\[0\],11.59µm
_06291_,11.565µm
_04614_,11.56µm
_04167_,11.545µm
_05645_,11.545µm
_03151_,11.53µm
_03873_,11.53µm
_05317_,11.53µm
_05506_,11.53µm
_01516_,11.52µm
_02444_,11.52µm
_04596_,11.52µm
_04673_,11.52µm
_05198_,11.52µm
net1815,11.52µm
cnn_inst.comm_mem_u0.mr2_out\[3\],11.515µm
_05115_,11.49µm
_00814_,11.47µm
_00881_,11.47µm
_00891_,11.47µm
_01846_,11.47µm
_02108_,11.47µm
_04618_,11.47µm
_05088_,11.47µm
_00040_,11.46µm
_01723_,11.46µm
_01901_,11.46µm
_02727_,11.46µm
_03483_,11.46µm
_03507_,11.46µm
cnn_inst.comm_mem_u0.reg_wgt_u3.Register_Weight_DataInBUS\[5\],11.44µm
cnn_inst.comm_mem_u0.reg_img_u5.Register_Imag_DataInBUS\[18\],11.425µm
_04958_,11.42µm
_05213_,11.42µm
_05695_,11.42µm
cnn_inst.comm_mem_u0.reg_img_u6.Register_Imag_DataInBUS\[0\],11.42µm
cnn_inst.comm_mem_u0.reg_wgt_u4.Register_Weight_DataInBUS\[9\],11.42µm
cnn_inst.comm_mem_u0.o_wgt_row00\[5\],11.415µm
_01552_,11.41µm
_03316_,11.41µm
_04206_,11.41µm
_04332_,11.41µm
_05040_,11.41µm
_05329_,11.41µm
_05783_,11.41µm
_06515_,11.41µm
_06672_,11.41µm
net1875,11.41µm
_03903_,11.405µm
_02159_,11.4µm
_03498_,11.4µm
_03838_,11.4µm
_02627_,11.395µm
_06797_,11.395µm
_05281_,11.37µm
_03266_,11.36µm
_03272_,11.36µm
_03864_,11.36µm
_03893_,11.36µm
_04846_,11.36µm
cnn_inst.comm_mem_u0.o_wgt_row03\[7\],11.36µm
cnn_inst.comm_mem_u0.reg_img_u9.Register_Imag_DataInBUS\[1\],11.36µm
_00952_,11.35µm
_01027_,11.35µm
_05012_,11.35µm
_02548_,11.34µm
_02763_,11.34µm
_03577_,11.34µm
_03638_,11.34µm
_03733_,11.34µm
_04861_,11.34µm
_01435_,11.335µm
_01453_,11.335µm
cnn_inst.comm_mem_u0.reg_img_u2.Register_Imag_DataInBUS\[22\],11.31µm
_06148_,11.305µm
_02150_,11.3µm
_04999_,11.3µm
_03013_,11.295µm
_01297_,11.29µm
_02333_,11.29µm
_02475_,11.29µm
_02544_,11.29µm
_02628_,11.29µm
_03303_,11.29µm
_05670_,11.29µm
_06157_,11.29µm
_06294_,11.29µm
_06312_,11.29µm
_06396_,11.29µm
_06460_,11.29µm
_06552_,11.29µm
_06647_,11.29µm
_06716_,11.29µm
_06733_,11.29µm
net1521,11.29µm
net1804,11.29µm
cnn_inst.comm_mem_u0.reg_img_u3.Register_Imag_DataInBUS\[17\],11.29µm
_02193_,11.28µm
_02925_,11.28µm
_03332_,11.28µm
_06446_,11.28µm
net1569,11.28µm
net1890,11.28µm
_05497_,11.25µm
_05786_,11.24µm
_00651_,11.23µm
_02937_,11.23µm
_03823_,11.22µm
_06794_,11.22µm
_06323_,11.205µm
_04510_,11.19µm
_04583_,11.19µm
_03927_,11.18µm
_05239_,11.18µm
_02356_,11.17µm
_05311_,11.17µm
_05701_,11.17µm
_06059_,11.17µm
net1170,11.17µm
net1631,11.17µm
_01409_,11.16µm
_03789_,11.16µm
_04531_,11.16µm
_05291_,11.145µm
_01413_,11.13µm
_05310_,11.13µm
_05823_,11.12µm
_05854_,11.115µm
_00349_,11.11µm
_01221_,11.1µm
_02024_,11.1µm
_06235_,11.1µm
_03140_,11.09µm
net1151,11.085µm
_05062_,11.06µm
_02171_,11.055µm
_03255_,11.05µm
_04915_,11.05µm
_05609_,11.05µm
_06434_,11.05µm
_06596_,11.05µm
_00314_,11.04µm
_00321_,11.04µm
_01561_,11.04µm
_01750_,11.04µm
_01769_,11.04µm
_01780_,11.04µm
_01974_,11.04µm
_02146_,11.04µm
_04444_,11.04µm
_05994_,11.04µm
_06244_,11.04µm
_06255_,11.04µm
_06771_,11.04µm
_02370_,11.03µm
cnn_inst.proc_u0.cnn_ctrl_u0.state\[2\],11.015µm
_01966_,11.01µm
_00838_,10.99µm
_00993_,10.99µm
_01035_,10.99µm
_01724_,10.99µm
_01982_,10.99µm
_02924_,10.99µm
_03377_,10.99µm
_04190_,10.99µm
_04508_,10.99µm
_05274_,10.99µm
_05935_,10.99µm
_01582_,10.98µm
_01662_,10.98µm
cnn_inst.comm_mem_u0.mr2_out\[5\],10.98µm
_01451_,10.975µm
_03896_,10.975µm
_01339_,10.97µm
_05926_,10.965µm
_03795_,10.94µm
_04651_,10.94µm
cnn_inst.comm_mem_u0.reg_img_u7.Register_Imag_DataInBUS\[4\],10.94µm
_00348_,10.93µm
_02377_,10.93µm
_02825_,10.93µm
_02940_,10.93µm
_03362_,10.93µm
_04520_,10.93µm
_05564_,10.93µm
_05607_,10.93µm
_06445_,10.93µm
_06498_,10.93µm
net1780,10.93µm
net1834,10.93µm
_00781_,10.925µm
_02493_,10.92µm
_02796_,10.92µm
_03322_,10.92µm
_06670_,10.92µm
_06707_,10.92µm
_02929_,10.9µm
_03233_,10.9µm
_05806_,10.9µm
_05417_,10.88µm
_05910_,10.88µm
cnn_inst.comm_mem_u0.o_wgt_row02\[13\],10.88µm
cnn_inst.comm_mem_u0.o_wgt_row03\[2\],10.88µm
cnn_inst.comm_mem_u0.reg_img_u0.Register_Imag_DataInBUS\[22\],10.88µm
_03267_,10.875µm
_00836_,10.87µm
_00837_,10.87µm
_00839_,10.87µm
_00840_,10.87µm
_00841_,10.87µm
_00872_,10.87µm
_00896_,10.87µm
_00932_,10.87µm
_00984_,10.87µm
_01028_,10.87µm
_01152_,10.87µm
_02608_,10.87µm
cnn_inst.comm_mem_u0.o_wgt_row02\[8\],10.87µm
_01184_,10.86µm
_01859_,10.86µm
_03429_,10.86µm
_05208_,10.855µm
_04533_,10.825µm
_03347_,10.82µm
_03821_,10.82µm
_05373_,10.815µm
_01797_,10.81µm
_03004_,10.81µm
_03274_,10.81µm
_03479_,10.81µm
_03847_,10.81µm
_04920_,10.81µm
_05387_,10.81µm
_05739_,10.81µm
_06000_,10.81µm
_06337_,10.81µm
_06453_,10.81µm
_06522_,10.81µm
_06547_,10.81µm
_06550_,10.81µm
net1155,10.81µm
net1858,10.81µm
cnn_inst.comm_mem_u0.reg_img_u9.Register_Imag_DataInBUS\[5\],10.81µm
_02281_,10.8µm
_04250_,10.8µm
_04972_,10.8µm
_06735_,10.8µm
net1659,10.8µm
_02798_,10.795µm
_01050_,10.78µm
_03797_,10.77µm
_05742_,10.77µm
_04576_,10.76µm
_00028_,10.75µm
_03057_,10.75µm
_04632_,10.75µm
_04535_,10.74µm
_06048_,10.74µm
_04693_,10.725µm
_01456_,10.7µm
_02916_,10.7µm
_03035_,10.69µm
_03185_,10.69µm
_04707_,10.69µm
_05230_,10.69µm
_05427_,10.69µm
_05653_,10.69µm
_05746_,10.69µm
_05817_,10.69µm
_06188_,10.69µm
net1112,10.69µm
net1614,10.69µm
cnn_inst.comm_mem_u0.reg_img_u1.Register_Imag_DataInBUS\[11\],10.69µm
cnn_inst.comm_mem_u0.reg_wgt_u4.Register_Weight_DataInBUS\[5\],10.69µm
_03467_,10.68µm
net1109,10.68µm
_03816_,10.675µm
_03326_,10.665µm
_05827_,10.665µm
_03557_,10.65µm
_04612_,10.645µm
_01412_,10.63µm
_05575_,10.63µm
cnn_inst.acc1\[4\],10.63µm
cnn_inst.comm_mem_u0.reg_img_u1.Register_Imag_DataInBUS\[17\],10.63µm
_02560_,10.625µm
_00294_,10.62µm
_00361_,10.62µm
_01335_,10.62µm
_01597_,10.62µm
_02391_,10.62µm
_03159_,10.62µm
_06069_,10.62µm
cnn_inst.comm_mem_u0.reg_img_u8.Register_Imag_DataInBUS\[8\],10.615µm
_02791_,10.605µm
_06657_,10.6µm
cnn_inst.comm_mem_u0.reg_img_u9.Register_Imag_DataInBUS\[7\],10.6µm
_01964_,10.595µm
_02600_,10.595µm
_02549_,10.58µm
_04731_,10.58µm
_05238_,10.58µm
_00279_,10.57µm
_02069_,10.57µm
_03635_,10.57µm
_06238_,10.57µm
_06387_,10.57µm
_06424_,10.57µm
_06611_,10.57µm
_06630_,10.57µm
_06631_,10.57µm
_01536_,10.56µm
_02301_,10.56µm
_03034_,10.56µm
_03499_,10.56µm
_04313_,10.56µm
_04714_,10.56µm
_05372_,10.56µm
_06306_,10.56µm
_06311_,10.56µm
_06661_,10.56µm
_03939_,10.545µm
_03629_,10.525µm
_05643_,10.52µm
_00877_,10.51µm
_00990_,10.51µm
_01010_,10.51µm
_01404_,10.51µm
_02170_,10.51µm
_04519_,10.51µm
cnn_inst.comm_mem_u0.reg_wgt_u4.Register_Weight_DataInBUS\[14\],10.51µm
net8,10.51µm
_02216_,10.5µm
_04146_,10.5µm
_04627_,10.5µm
_03370_,10.495µm
cnn_inst.comm_mem_u0.reg_img_u6.Register_Imag_DataInBUS\[2\],10.495µm
_06068_,10.485µm
cnn_inst.comm_mem_u0.o_wgt_row02\[5\],10.46µm
cnn_inst.comm_mem_u0.reg_img_u1.Register_Imag_DataInBUS\[22\],10.46µm
cnn_inst.comm_mem_u0.reg_img_u2.Register_Imag_DataInBUS\[28\],10.46µm
cnn_inst.comm_mem_u0.reg_img_u8.Register_Imag_DataInBUS\[4\],10.46µm
ui_PAD2CORE[0],10.46µm
_01520_,10.45µm
_01768_,10.45µm
_02277_,10.45µm
_04176_,10.45µm
_04889_,10.45µm
_05227_,10.45µm
