Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_131_399,VSS,Metal1,197.5200,514.0800,0.000009
FILLER_131_395,VSS,Metal1,196.3080,513.7030,0.000008
FILLER_131_383,VSS,Metal1,190.0800,514.0800,0.000007
FILLER_131_376,VSS,Metal1,187.9260,513.6190,0.000006
FILLER_131_315,VSS,Metal1,157.9080,513.7030,0.000007
FILLER_131_305,VSS,Metal1,152.4000,514.0800,0.000007
FILLER_131_301,VSS,Metal1,151.1880,513.7030,0.000007
FILLER_131_267,VSS,Metal1,135.6060,513.6190,0.000006
FILLER_131_259,VSS,Metal1,131.0280,513.7030,0.000005
FILLER_131_252,VSS,Metal1,128.4060,513.6190,0.000002
FILLER_131_245,VSS,Metal1,125.0460,513.6190,0.000002
FILLER_131_238,VSS,Metal1,121.6860,513.6190,0.000002
FILLER_131_231,VSS,Metal1,118.3260,513.6190,0.000002
FILLER_131_224,VSS,Metal1,114.9660,513.6190,0.000001
FILLER_131_217,VSS,Metal1,111.6060,513.6190,0.000001
FILLER_131_210,VSS,Metal1,108.2460,513.6190,0.000001
FILLER_131_203,VSS,Metal1,104.8860,513.6190,0.000001
FILLER_131_196,VSS,Metal1,101.5260,513.6190,0.000000
FILLER_131_189,VSS,Metal1,98.1660,513.6190,0.000000
FILLER_131_182,VSS,Metal1,94.8060,513.6190,0.000000
FILLER_131_175,VSS,Metal1,91.4460,513.6190,0.000000
FILLER_131_168,VSS,Metal1,88.0860,513.6190,0.000000
FILLER_131_161,VSS,Metal1,84.7260,513.6190,0.000000
FILLER_131_154,VSS,Metal1,81.3660,513.6190,0.000000
FILLER_131_147,VSS,Metal1,78.0060,513.6190,0.000000
FILLER_131_140,VSS,Metal1,74.6460,513.6190,0.000000
FILLER_131_133,VSS,Metal1,71.2860,513.6190,0.000000
FILLER_131_126,VSS,Metal1,67.9260,513.6190,0.000000
FILLER_131_119,VSS,Metal1,64.5660,513.6190,0.000000
FILLER_131_112,VSS,Metal1,61.2060,513.6190,0.000000
FILLER_131_105,VSS,Metal1,57.8460,513.6190,0.000000
FILLER_131_98,VSS,Metal1,54.4860,513.6190,0.000000
FILLER_131_91,VSS,Metal1,51.1260,513.6190,0.000000
FILLER_131_84,VSS,Metal1,47.7660,513.6190,0.000000
FILLER_131_77,VSS,Metal1,44.4060,513.6190,0.000000
FILLER_131_70,VSS,Metal1,41.0460,513.6190,0.000000
FILLER_131_63,VSS,Metal1,37.6860,513.6190,0.000000
FILLER_131_56,VSS,Metal1,34.3260,513.6190,0.000000
FILLER_131_49,VSS,Metal1,30.9660,513.6190,0.000000
FILLER_131_42,VSS,Metal1,27.6060,513.6190,0.000000
FILLER_131_35,VSS,Metal1,24.2460,513.6190,0.000000
FILLER_131_28,VSS,Metal1,20.8860,513.6190,0.000000
FILLER_131_21,VSS,Metal1,17.5260,513.6190,0.000000
FILLER_131_14,VSS,Metal1,14.1660,513.6190,0.000000
FILLER_131_7,VSS,Metal1,10.8060,513.6190,0.000000
FILLER_131_0,VSS,Metal1,7.4460,513.6190,0.000000
FILLER_130_1042,VSS,Metal1,507.6060,506.9800,0.000001
FILLER_130_1035,VSS,Metal1,504.2460,506.9800,0.000001
FILLER_130_1028,VSS,Metal1,500.8860,506.9800,0.000001
FILLER_130_1021,VSS,Metal1,497.5260,506.9800,0.000001
FILLER_130_1014,VSS,Metal1,494.1660,506.9800,0.000001
FILLER_130_1007,VSS,Metal1,490.8060,506.9800,0.000001
FILLER_130_1000,VSS,Metal1,487.4460,506.9800,0.000001
FILLER_130_993,VSS,Metal1,484.0860,506.9800,0.000001
FILLER_130_986,VSS,Metal1,480.7260,506.9800,0.000001
FILLER_130_979,VSS,Metal1,477.3660,506.9800,0.000001
FILLER_130_972,VSS,Metal1,474.0060,506.9800,0.000002
FILLER_130_965,VSS,Metal1,470.6460,506.9800,0.000002
FILLER_130_958,VSS,Metal1,467.2860,506.9800,0.000003
FILLER_130_951,VSS,Metal1,463.9260,506.9800,0.000003
FILLER_130_944,VSS,Metal1,460.5660,506.9800,0.000007
FILLER_130_937,VSS,Metal1,457.2060,506.9800,0.000007
FILLER_130_930,VSS,Metal1,453.8460,506.9800,0.000031
FILLER_130_923,VSS,Metal1,450.4860,506.9800,0.000031
FILLER_130_879,VSS,Metal1,428.1600,506.5200,0.000021
FILLER_130_874,VSS,Metal1,425.7600,506.5200,0.000019
FILLER_130_845,VSS,Metal1,411.8400,506.5200,0.000006
FILLER_130_810,VSS,Metal1,395.5080,506.8960,0.000009
FILLER_130_803,VSS,Metal1,392.8860,506.9800,0.000009
FILLER_130_770,VSS,Metal1,375.6000,506.5200,0.000015
FILLER_130_768,VSS,Metal1,374.8800,506.5200,0.000016
FILLER_130_755,VSS,Metal1,369.1080,506.8960,0.000016
FILLER_130_748,VSS,Metal1,366.4860,506.9800,0.000016
FILLER_130_741,VSS,Metal1,363.1260,506.9800,0.000016
FILLER_130_732,VSS,Metal1,358.0680,506.8960,0.000015
FILLER_130_726,VSS,Metal1,354.4800,506.5200,0.000014
FILLER_130_724,VSS,Metal1,353.7600,506.5200,0.000014
FILLER_130_717,VSS,Metal1,351.6060,506.9800,0.000013
FILLER_130_701,VSS,Metal1,342.4800,506.5200,0.000012
FILLER_130_697,VSS,Metal1,341.2680,506.8960,0.000012
FILLER_130_690,VSS,Metal1,338.6460,506.9800,0.000010
FILLER_130_684,VSS,Metal1,334.3200,506.5200,0.000002
FILLER_130_646,VSS,Metal1,316.0800,506.5200,0.000002
FILLER_130_639,VSS,Metal1,312.9600,506.5200,0.000019
FILLER_130_632,VSS,Metal1,310.8060,506.9800,0.000019
FILLER_130_625,VSS,Metal1,307.4460,506.9800,0.000019
FILLER_130_618,VSS,Metal1,304.0860,506.9800,0.000019
FILLER_130_611,VSS,Metal1,300.7260,506.9800,0.000019
FILLER_130_604,VSS,Metal1,297.3660,506.9800,0.000018
FILLER_130_576,VSS,Metal1,282.4800,506.5200,0.000015
FILLER_130_574,VSS,Metal1,281.7600,506.5200,0.000015
FILLER_130_567,VSS,Metal1,279.6060,506.9800,0.000007
FILLER_130_553,VSS,Metal1,271.4400,506.5200,0.000005
FILLER_130_546,VSS,Metal1,269.5260,506.9800,0.000005
FILLER_130_518,VSS,Metal1,254.6400,506.5200,0.000003
FILLER_130_511,VSS,Metal1,252.7260,506.9800,0.000003
